produit_id,produit_nom,categorie,mois,annee,quantite_totale,revenu_total,profit_total
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,6,2012,1,165.98,74.691
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,9,2011,2,331.96,149.382
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,5,2014,5,663.92,207.475
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,2,2013,3,398.352,124.485
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,5,2011,8,398.352,-331.96
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,12,2012,4,10.752,3.36
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,9,2014,1,2.688,0.84
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,11,2012,9,24.192,7.56
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,6,2011,1,2.688,0.84
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,10,2013,1,315.98,148.5106
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,9,2013,7,442.372,-729.9138
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,4,2013,2,189.588,-145.3508
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,1,2014,8,2022.272,682.5168
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,2,2014,4,252.784,-417.0936
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,3,2011,3,125.76,40.872
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,12,2013,5,209.6,68.12
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,4,2013,6,251.52,81.744
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,9,2012,4,209.6,96.416
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,12,2011,5,78.6,-62.88
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,2,2011,2,83.84,27.248
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,6,2012,5,78.6,-62.88
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,11,2012,4,62.88,-50.304
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,9,2014,5,1471.96,459.9875
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,7,2014,2,735.98,331.191
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,12,2014,2,735.98,331.191
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,12,2011,8,1655.955,36.79899999999998
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,8,2011,7,2060.744,643.9825
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,10,2013,2,735.98,331.191
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,4,2013,2,588.784,183.995
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,3,2013,4,51.8,23.31
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,3,2014,3,182.994,-320.2395
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,8,2012,5,64.75,29.1375
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,9,2011,5,304.99,-533.7325
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,2,2014,4,243.992,-426.986
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,1,2014,3,274.491,-228.7425
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,6,2014,3,182.994,-320.2395
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,12,2014,2,20.72,6.475
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,9,2014,2,487.984,152.495
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,12,2011,2,487.984,152.495
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,1,2011,2,609.98,274.491
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,11,2013,5,1219.96,381.2375
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,5,2014,3,914.97,411.7365
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,12,2012,2,487.984,152.495
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,5,2012,3,13.848,5.193
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,12,2013,6,6.924,-10.386
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,2,2011,3,51.9,24.393
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,9,2011,4,18.464,6.924
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,3,2014,3,5.193,-3.462
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,6,2014,2,11.54,5.77
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,10,2013,5,28.85,14.425
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,9,2013,7,62.284,16.953
OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,4,2014,3,15.57,-11.937
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,12,2014,5,10.8,5.184
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,11,2013,3,5.184,1.8144
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,3,2013,4,1.728,-2.7648
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,12,2013,1,1.728,0.6048
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,11,2011,10,14.04,2.808
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,6,2012,7,4.536,-3.3264
OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,9,2011,2,23.744,8.3104
OFF-BI-10004716,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,4,2013,2,8.904,-6.5296
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,11,2011,3,2.892,-4.9164
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,7,2012,7,10.122,-8.0976
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,1,2014,7,33.74,15.5204
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,6,2013,14,53.984,17.5448
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,11,2014,2,9.64,4.4344
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,5,2013,6,25.064,9.4472
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,9,2013,5,24.1,11.086
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,11,2012,5,7.23,-5.784
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,6,2014,3,11.568,3.7596
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,2,2011,2,9.64,4.4344
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,7,2013,5,24.1,11.086
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,2,2013,3,56.82,28.41
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,11,2012,3,11.364,-17.046
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,11,2014,1,5.682,-3.788
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,12,2012,2,37.88,18.94
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,10,2011,1,18.94,9.47
OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,4,2014,3,11.364,-17.046
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,9,2012,1,9.522,-6.9828
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,10,2013,3,76.176,26.6616
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,6,2013,4,38.088,-27.9312
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,12,2013,4,38.088,-27.9312
OFF-BI-10004781,GBC Wire Binding Strips,Office Supplies,1,2013,2,50.784,17.7744
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,5,2013,1,9.584,3.3544
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,10,2012,6,57.504,20.1264
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,4,2011,1,9.584,3.3544
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,8,2014,3,10.782,-7.9068
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,10,2013,11,57.504,-11.021600000000001
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,10,2011,5,11.98,-19.168
OFF-BI-10004826,JM Magazine Binder,Office Supplies,10,2014,3,39.624,13.8684
OFF-BI-10004826,JM Magazine Binder,Office Supplies,6,2012,2,33.02,15.8496
OFF-BI-10004826,JM Magazine Binder,Office Supplies,6,2013,6,29.718,-21.7932
OFF-BI-10004826,JM Magazine Binder,Office Supplies,9,2013,6,89.154,37.6428
OFF-BI-10004826,JM Magazine Binder,Office Supplies,4,2013,1,13.208,4.6228
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,7,2014,2,33.48,16.4052
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,9,2013,6,88.72200000000001,37.4976
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,10,2012,4,53.568,19.4184
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,9,2014,3,40.176,14.5638
OFF-BI-10004828,GBC Poly Designer Binding Covers,Office Supplies,5,2011,3,40.176,14.5638
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,9,2014,1,2.78,1.3622
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,9,2011,4,11.12,5.4488
OFF-BI-10004876,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,4,2011,3,2.502,-1.7514
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,4,2012,3,6.9,-12.075
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,12,2011,2,4.6,-8.05
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,5,2014,3,34.5,15.525
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,12,2014,3,34.5,15.525
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,3,2013,4,46.0,20.7
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,12,2012,2,23.0,10.35
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,9,2011,3,34.5,15.525
OFF-BI-10004967,Round Ring Binders,Office Supplies,11,2013,12,12.688,-0.5408000000000004
OFF-BI-10004967,Round Ring Binders,Office Supplies,4,2013,5,8.32,2.808
OFF-BI-10004967,Round Ring Binders,Office Supplies,12,2013,3,4.992,1.6848
OFF-BI-10004967,Round Ring Binders,Office Supplies,9,2012,5,2.08,-3.432
OFF-BI-10004967,Round Ring Binders,Office Supplies,7,2013,3,1.872,-1.4352
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,2,2014,4,4.956,-3.7996
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,6,2012,2,8.26,3.8822
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,9,2013,6,21.476,8.342600000000001
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,8,2012,3,9.911999999999999,3.3453
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,9,2014,8,26.432,8.9208
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,12,2011,3,12.39,5.8233
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,3,2014,6,19.824,6.6906
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,11,2011,3,12.39,5.8233
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,11,2013,6,21.476,8.342600000000001
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,4,2011,3,9.912,3.3453
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,10,2014,4,1633.188,-1306.5504
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,6,2011,3,3266.376,1061.5722
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,4,2013,4,1088.792,-1850.9464
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,7,2011,8,2177.584,-3701.8928
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,9,2013,4,4355.168,1415.4296
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,1,2014,4,5443.96,2504.2216
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,9,2012,2,124.46,58.4962
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,9,2013,2,99.568,33.6042
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,2,2012,5,311.15,146.2405
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,6,2012,3,186.69,87.7443
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,3,2013,3,149.352,50.4063
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,12,2011,7,348.488,117.6147
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,4,2011,3,149.352,50.4063
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,5,2012,3,186.69,87.7443
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,9,2012,2,17.48,8.2156
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,1,2012,2,17.48,8.2156
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,11,2012,2,17.48,8.2156
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,12,2012,8,55.936,18.8784
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,9,2014,6,45.448,17.6548
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,6,2011,2,13.984,4.7196
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,12,2014,5,43.7,20.539
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,3,2014,1,15.25,7.015
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,7,2012,16,244.0,112.24
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,11,2012,2,24.4,7.93
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,3,2013,3,36.6,11.895
OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,11,2012,3,26.22,12.3234
OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,7,2011,7,48.944,16.5186
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,12,2013,1,35.89,16.1505
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,5,2012,7,200.984,62.8075
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,9,2014,4,114.848,35.89
OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,9,2012,7,200.984,62.8075
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,4,2013,2,8.26,3.7996
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,1,2013,4,16.52,7.5992
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,11,2012,2,6.608,2.1476
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,11,2014,3,9.912,3.2214
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,6,2014,5,43.92,15.921
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,5,2013,5,54.9,26.901
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,8,2014,1,8.784,3.1842
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,9,2014,2,17.568,6.3684
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,12,2013,3,22.92,11.2308
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,10,2011,3,22.919999999999998,11.230799999999999
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,1,2014,3,18.336,6.6468
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,9,2014,4,24.448,8.8624
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,11,2014,4,27.503999999999998,11.918399999999998
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,5,2014,4,30.56,14.9744
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,10,2011,6,52.512,19.692
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,7,2012,9,98.46,49.23
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,9,2013,2,21.88,10.94
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,9,2012,6,52.512,19.692
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,11,2014,7,76.58,38.29
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,10,2013,4,35.008,13.128
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,5,2011,3,158.13,77.4837
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,11,2013,3,158.13,77.4837
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,10,2012,4,210.84,103.3116
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,12,2012,2,105.42,51.6558
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,9,2012,2,121.96,57.3212
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,12,2014,3,182.94,85.9818
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,3,2013,3,146.352,49.3938
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,9,2011,3,182.94,85.9818
OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Office Supplies,9,2013,5,304.9,143.303
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,4,2013,3,6.12,2.8764
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,9,2013,2,4.08,1.9176
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,11,2011,1,1.632,0.5508
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,11,2012,6,12.24,5.7528
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,3,2011,3,6.12,2.8764
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,10,2012,7,14.28,6.7116
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,9,2011,2,3.264,1.1016
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,9,2012,2,3.264,1.1016
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,1,2014,1,2.04,0.9588
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,7,2013,5,10.2,4.794
OFF-EN-10001509,Poly String Tie Envelopes,Office Supplies,9,2014,3,4.896,1.6524
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,11,2012,2,33.96,16.98
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,1,2011,3,50.94,25.47
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,11,2013,3,40.752,15.282
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,3,2012,6,101.88,50.94
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,4,2014,1,16.98,8.49
OFF-EN-10001535,Grip Seal Envelopes,Office Supplies,5,2013,2,7.072,2.3868
OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,8,2011,2,29.808,10.8054
OFF-EN-10002230,Airmail Envelopes,Office Supplies,10,2011,3,201.432,67.9833
OFF-EN-10002230,Airmail Envelopes,Office Supplies,7,2012,2,167.86,78.8942
OFF-EN-10002230,Airmail Envelopes,Office Supplies,1,2014,4,268.576,90.6444
OFF-EN-10002230,Airmail Envelopes,Office Supplies,8,2013,2,134.288,45.3222
OFF-EN-10002230,Airmail Envelopes,Office Supplies,11,2013,3,251.79,118.3413
OFF-EN-10002230,Airmail Envelopes,Office Supplies,3,2011,5,335.72,113.3055
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,4,2013,1,8.872,3.2161
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,10,2013,6,66.54,32.6046
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,9,2014,2,22.18,10.8682
OFF-EN-10002312,#10 Self-Seal White Envelopes,Office Supplies,9,2013,1,11.09,5.4341
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,4,2013,5,63.9,28.755
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,12,2011,3,30.672,9.585
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,10,2012,4,51.12,23.004
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,10,2014,5,63.9,28.755
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,9,2013,1,12.78,5.751
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,6,2013,9,115.02,51.759
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,8,2011,3,38.34,17.253
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,8,2013,8,217.44,102.1968
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,9,2012,1,27.18,12.7746
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,8,2011,6,130.464,44.0316
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,1,2011,5,108.72,36.693
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,1,2014,1,21.744,7.3386
OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,5,2014,3,65.232,22.0158
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,12,2013,3,27.792,10.422
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,11,2014,6,55.584,20.844
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,7,2014,5,57.9,28.95
OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,11,2011,3,34.74,17.37
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,11,2012,3,7.08,2.478
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,5,2014,9,21.24,7.434
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,10,2012,9,26.55,12.744
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,5,2013,9,26.55,12.744
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,8,2011,2,4.72,1.652
OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,11,2011,3,7.08,2.478
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,11,2012,2,71.88,32.346
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,10,2014,7,251.58,113.211
OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,11,2013,8,287.52,129.384
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,10,2014,2,8.96,4.3008
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,5,2013,6,26.88,12.9024
OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,Office Supplies,4,2013,4,17.92,8.6016
OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,5,2014,4,62.96,28.332
OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,12,2012,9,113.328,35.415
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,11,2014,2,167.96,78.9412
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,2,2013,2,167.96,78.9412
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,7,2013,5,419.9,197.353
OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,11,2011,9,604.656,204.0714
